measure_name,location_id,location_name,FIPS,cause_id,cause_name,sex_id,sex,age_id,age_name,year_id,metric,mx
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,1980,Rate,75.0033265
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,1981,Rate,73.20276021
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,1982,Rate,72.96788552
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,1983,Rate,71.63996464
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,1984,Rate,75.21654362
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,1985,Rate,74.13681396
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,1986,Rate,72.21053663
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,1987,Rate,72.17979466
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,1988,Rate,70.82932764
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,1989,Rate,71.60174202
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,1990,Rate,70.22223216
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,1991,Rate,71.3425181
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,1992,Rate,71.4915547
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,1993,Rate,69.7298786
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,1994,Rate,72.68879936
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,1995,Rate,72.26161824
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,1996,Rate,75.61665969
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,1997,Rate,73.96852778
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,1998,Rate,69.28219075
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,1999,Rate,71.99549111
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,2000,Rate,71.90414985
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,2001,Rate,70.67878588
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,2002,Rate,71.40155704
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,2003,Rate,67.79532466
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,2004,Rate,65.13067281
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,2005,Rate,64.29449748
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,2006,Rate,63.12438152
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,2007,Rate,68.38797307
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,2008,Rate,67.08461813
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,2009,Rate,59.55793356
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,2010,Rate,59.20897013
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,2011,Rate,61.18029893
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,2012,Rate,58.69509458
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,2013,Rate,58.8868695
Deaths,804,Tulare County,6107,509,Chronic obstructive pulmonary disease,1,Male,27,Age-standardized,2014,Rate,56.87894228
