measure_name,location_id,location_name,FIPS,cause_id,cause_name,sex_id,sex,age_id,age_name,year_id,metric,mx
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,1980,Rate,2.891641822
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,1981,Rate,2.842716578
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,1982,Rate,2.805276305
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,1983,Rate,2.871889465
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,1984,Rate,3.926047908
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,1985,Rate,3.99399237
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,1986,Rate,3.11249515
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,1987,Rate,3.256953009
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,1988,Rate,3.285957466
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,1989,Rate,3.368165355
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,1990,Rate,3.380999105
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,1991,Rate,2.623465301
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,1992,Rate,2.979028946
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,1993,Rate,3.54471255
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,1994,Rate,3.547529337
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,1995,Rate,3.681415788
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,1996,Rate,3.613954042
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,1997,Rate,3.593183564
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,1998,Rate,3.503734357
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,1999,Rate,4.276826233
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,2000,Rate,3.807014322
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,2001,Rate,3.044663571
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,2002,Rate,3.158755629
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,2003,Rate,2.831161715
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,2004,Rate,2.67367938
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,2005,Rate,2.516531408
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,2006,Rate,2.518499179
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,2007,Rate,2.907090001
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,2008,Rate,2.790763605
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,2009,Rate,2.196618388
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,2010,Rate,2.089634393
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,2011,Rate,2.019972721
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,2012,Rate,2.059542122
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,2013,Rate,2.065642631
Deaths,804,Tulare County,6107,515,Asthma,2,Female,27,Age-standardized,2014,Rate,1.985062175
